,Date,Clients Buy,Clients Sales,Client Net,NRI Buy,NRI Sales,NRI Net,Proprietary Buy,Proprietary Sales,Proprietary Net,DII Buy,DII Sales,DII Net,Open,High,Low,Close,Text,SA
2037,20-03-2019,1352.04,1317.52,34.52,12.74,7.18,5.56,627.27,638.54,-11.27,3319.03,4642.2,-1323.17,38452.47,38564.71,38089.36,38164.61,Netural,0
2038,22-03-2019,1512.58,1319.49,193.09,11.24,154.44,-143.2,629.55,648.63,-19.08,4456.26,5131.63,-675.37,38016.76,38016.76,37667.4,37808.91,Netural,0
2039,25-03-2019,1159.83,1117.47,42.36,5.73,4.56,1.17,558.82,553.4,5.42,3207.21,3219.73,-12.52,37886.29,38297.7,37800.08,38233.41,Netural,0
2040,26-03-2019,1301.24,1301.95,-0.71,7.78,10.64,-2.86,709.29,637.21,72.09,3766.08,3962.78,-196.7,38372.03,38475.93,38001.34,38132.88,Netural,0
2041,27-03-2019,1427.05,2429.93,-1002.88,5.09,7.33,-2.24,769.6,763.26,6.34,3987.85,3852.93,134.92,38208.3,38593.65,38148.44,38545.72,Netural,0
2042,28-03-2019,1193.94,1241.66,-47.72,6.9,10.79,-3.89,713.01,670.6,42.42,7066.2,9146.42,-2080.22,38675,38748.54,38546.68,38672.91,Netural,0
2043,29-03-2019,1693.49,1687.87,5.62,5.63,9.74,-4.11,989.92,916.36,73.56,7108.38,5383.99,1724.39,38858.88,39115.57,38808.74,38871.87,Netural,0
2044,01-04-2019,1291.86,1362.25,-70.39,7.2,53.79,-46.59,787.44,777.59,9.85,3653.65,4686.46,-1032.81,38988.57,39121.69,38846.96,39056.65,Netural,0
2045,02-04-2019,1273.16,1202.76,70.39,5.32,5.98,-0.66,717.12,683.83,33.29,3319.76,3757.46,-437.7,39167.05,39270.14,38826.56,38877.12,Stock price Fixing ZeeEntertainment Stock price though Mutual Fund AMCs   The CEOs of mutual fund houses  After crash of stock     sudden bounced back ,-0.4019
2046,03-04-2019,1367.9,1149.91,217.99,5.51,149.8,-144.29,732.78,723.61,9.16,3538.02,3618.85,-80.83,38935.75,38939.35,38581.04,38684.72,Netural,0
2047,04-04-2019,1094.03,2188.46,-1094.43,9.46,21.55,-12.09,649.34,642.05,7.29,5014.05,3807.89,1206.16,38839.52,38958.6,38701.04,38862.23,Look at the emphasis on the stock price in management s communication to BSE  ,0
2048,05-04-2019,1056.21,1223.92,-167.71,4.37,5.35,-0.98,605.08,597.35,7.73,3131.21,3456.79,-325.58,38993.6,39041.25,38520.96,38700.53,Netural,0
2049,08-04-2019,1050.25,957.84,92.41,4.8,7.71,-2.92,606.58,608.54,-1.96,2452.9,3076.71,-623.81,38730.93,38978.99,38598.72,38939.22,Netural,0
2050,09-04-2019,1030.53,1038.39,-7.86,5.12,5.11,0.01,656.87,634.7,22.17,2700.06,3388.71,-688.65,38898.6,38950.45,38542.28,38585.35,Netural,0
2051,10-04-2019,1218.43,1167.36,51.06,4.15,7.52,-3.38,780.88,822,-41.12,3174.13,2712.84,461.29,38621.58,38649.98,38460.25,38607.01,Netural,0
2052,11-04-2019,1027.83,961.14,66.69,3.48,4.28,-0.8,590.83,568.47,22.36,2879.46,2896.04,-16.58,38692.06,38818.87,38554.79,38767.11,Netural,0
2053,12-04-2019,1034.53,1059.35,-24.82,4.93,6.33,-1.4,597.91,561.03,36.88,3157.49,3173.48,-15.99,38805.54,38976.58,38780.08,38905.84,Netural,0
2054,15-04-2019,1120.72,1169.68,-48.96,11.25,5.63,5.62,606.46,586.18,20.28,3938.03,3356.67,581.36,39040.3,39364.34,39038.81,39275.64,Netural,0
2055,16-04-2019,1639.67,1539.5,100.17,18.27,16.28,1.99,740.69,728.99,11.7,4563.75,4526.53,37.22,39420.04,39487.45,39083.16,39140.28,Jet Airways  lenders hope bidding process can save airline,0.7269
2056,18-04-2019,1509.19,1391.4,117.79,10.68,6.11,4.57,750.58,732.92,17.66,2996.35,3333.94,-337.59,39158.22,39158.22,38585.65,38645.18,Netural,0
2057,22-04-2019,1089.47,1008.58,80.89,6.91,3.71,3.19,586.7,581.17,5.53,2796.39,2864.55,-68.16,38771.27,38832.61,38518.26,38564.88,Netural,0
2058,23-04-2019,1045.84,1053.52,-7.68,4.87,13.79,-8.92,605.79,591.8,13.99,2933.64,2735.29,198.35,38672.63,39095.35,38571,39054.68,Netural,0
2059,24-04-2019,965.09,999.52,-34.44,4.79,3.09,1.7,596.24,556.01,40.22,3181.77,3838.83,-657.06,39101.78,39262.22,38663.98,38730.86,Netural,0
2060,25-04-2019,1163.66,1219.39,-55.74,4.5,5.32,-0.82,631.7,656.99,-25.3,4542.14,8612.12,-4069.98,38865.83,39103.16,38765.33,39067.33,Netural,0
2061,26-04-2019,1129.71,1132.55,-2.84,4.59,7.69,-3.1,656.13,635.86,20.27,4080.51,3159.63,920.88,39056.92,39105.88,38753.46,39031.55,Netural,0
2062,30-04-2019,1232.51,1672.74,-440.23,7.07,6.01,1.06,764.98,758.42,6.57,4241.3,3511.28,730.02,39036.51,39189.95,38882.99,38981.43,Netural,0
2063,02-05-2019,1082.62,1043.88,38.74,5.61,5.71,-0.11,590.84,571.57,19.27,2784.07,3575.76,-791.69,39009.55,39172.76,38920.17,38963.26,Netural,0
2064,03-05-2019,909.08,874.1,34.98,3.64,4.45,-0.81,455.08,447.14,7.94,3476.54,3419.47,57.07,38719.33,38719.33,38509.79,38600.34,Netural,0
2065,06-05-2019,917.22,939.42,-22.21,6.17,3.73,2.43,542.48,538.59,3.89,3361.38,3271.49,89.89,38815.46,38835.54,38236.18,38276.63,Netural,0
2066,07-05-2019,877.82,893.19,-15.37,6.5,4.89,1.61,637.76,660.12,-22.36,3113.36,2294.52,818.84,38244.18,38248.57,37743.07,37789.13,Caution prevails ahead of U S  jobs data  India budget in focus,0
2067,08-05-2019,818.5,763.89,54.61,9.13,4.93,4.2,634.73,610.46,24.27,3411.5,3178.55,232.95,37747.91,37780.46,37405.4,37558.91,Netural,0
2068,09-05-2019,804.81,784.75,20.06,4.32,3.34,0.97,620.61,630.67,-10.06,3159.88,2481.97,677.91,37632.36,37721.98,37370.39,37462.99,Netural,0
2069,10-05-2019,908.49,861.22,47.27,3.65,2.51,1.14,693.65,722.3,-28.65,3812.31,2754.89,1057.42,37491.3,37583.57,36999.84,37090.82,Netural,0
2070,13-05-2019,857.79,990.03,-132.24,5.3,2.85,2.45,705.07,735.52,-30.45,3847.54,2789.63,1057.91,37146.58,37572.7,36956.1,37318.53,Netural,0
2071,14-05-2019,909.32,931.16,-21.84,5.12,2.83,2.29,833.8,802.43,31.37,5086.56,2843.65,2242.91,37539.05,37559.67,37047.87,37114.88,Syncordis Announces Global Strategic Partnership with Temenos,0
2072,15-05-2019,934.3,836.47,97.83,4.91,3.71,1.2,752.35,796,-43.65,3675.01,3003.24,671.77,37179.13,37518.94,37052.3,37393.48,Netural,0
2073,16-05-2019,865.5,894.8,-29.3,4.4,4.19,0.21,783.99,748.87,35.12,3504.19,2556.19,948,37494.42,38001.13,37415.36,37930.77,YSEOP and LTI Announce Strategic Partnership to Drive NLG Deployments at Global Scale,0
2074,17-05-2019,959.5,968.02,-8.52,5.52,5.69,-0.17,846.35,838.36,7.99,4699.59,2889.83,1809.76,38701.18,39412.56,38570.04,39352.67,Netural,0
2075,20-05-2019,1271.04,1416.65,-145.61,10.09,13.01,-2.92,1239.41,1108.17,131.23,5129.52,5672.23,-542.71,39449.45,39571.73,38884.85,38969.8,Netural,0
2076,21-05-2019,1203.39,1152.12,51.27,5.68,5.99,-0.31,987.42,985.08,2.33,3332.26,4422.58,-1090.32,39086.21,39249.08,38903.87,39110.21,Netural,0
2077,22-05-2019,1041.56,987.33,54.23,4.5,11.19,-6.69,900.75,877.91,22.84,3579.28,3737.03,-157.75,39591.77,40124.96,38651.61,38811.39,Netural,0
2078,23-05-2019,1408.96,1473.42,-64.46,7.84,10.86,-3.01,1517.81,1483.84,33.96,6775.56,7369.1,-593.54,39076.28,39476.97,38824.26,39434.72,Netural,0
2079,24-05-2019,1293.53,1403.82,-110.3,6.91,7.16,-0.25,1108.11,1093.39,14.72,3839.67,4035.02,-195.35,39536.23,39821.94,39353.16,39683.29,Netural,0
2080,27-05-2019,1304.99,1345.7,-40.71,9.3,8.85,0.46,1032.6,1029.9,2.7,3740.3,4068.16,-327.86,39765.64,39828.65,39498.65,39749.73,PAGE IND Lost      Bucks today For Ref  Stock price was      in      Also       shares on the BSE quote below      share,0.2732
2081,28-05-2019,1280.74,1292.75,-12.01,10.77,6.65,4.12,910.03,927.91,-17.88,4088.07,3818.85,269.22,39714.27,39767.93,39420.5,39502.05,Netural,0
2082,29-05-2019,1036.26,964.76,71.5,7.77,4.86,2.91,744.14,772.94,-28.81,2907.56,3097.14,-189.58,39580.28,39911.92,39500.56,39831.97,Netural,0
2083,30-05-2019,1049.93,1069.75,-19.82,6.19,7.47,-1.29,688.87,703.45,-14.58,4145.83,5268.43,-1122.6,39998.91,40122.34,39374.24,39714.2,Netural,0
2084,31-05-2019,1133.03,1093.56,39.47,8.47,6.79,1.68,1019.99,1054.7,-34.71,3815.19,3421.1,394.09,39806.86,40308.9,39711.02,40267.62,Netural,0
2085,03-06-2019,1044.7,2535.41,-1490.71,39.16,6.55,32.61,832.06,812.02,20.04,2642.91,3115.15,-472.24,40196,40312.07,40031.05,40083.54,Netural,0
2086,04-06-2019,1061.22,1027.6,33.62,26.22,5.26,20.97,773.46,769.12,4.33,2338.9,2694.32,-355.42,40136.43,40159.26,39481.15,39529.72,Netural,0
2087,06-06-2019,1030.65,868.99,161.65,7.61,4.17,3.44,923.93,921.25,2.68,4050.97,4701.81,-650.84,39581.77,39703.1,39279.47,39615.9,Wipro Limited Appoints Rishad Premji as Executive Chairman,-0.2263
2088,07-06-2019,1026.94,1005.06,21.88,8.33,5.13,3.2,833.7,853.19,-19.49,2489.85,2310.06,179.79,39787.33,39979.48,39619.97,39784.52,Netural,0
2089,10-06-2019,889.22,934.17,-44.95,4.41,3.97,0.44,659.17,670.01,-10.85,2245.43,2074.81,170.62,39900.45,40066.31,39760.02,39950.46,But bull run taught me that junk will remain junk  Only bse pdf announcement won t help in stock price movement  Actual implementation helps stock price in long term  Plus we saw many PMS providers investing in only turnaround stories and making ,0.9186
2090,11-06-2019,942.78,944.54,-1.76,6.02,4.58,1.45,676.22,665.98,10.24,2224.14,2375.15,-151.01,39974.18,39982.1,39623.53,39756.81,Netural,0
2091,12-06-2019,827.22,801.28,25.94,5.6,2.44,3.16,584.08,595.54,-11.46,2216.85,1945.7,271.15,39679.35,39800.81,39461.27,39741.36,Netural,0
2092,13-06-2019,996.09,945.21,50.89,4.59,2.74,1.84,766.68,760.58,6.1,2241.17,2686.04,-444.87,39797,39799.9,39363.45,39452.07,Netural,0
2093,14-06-2019,1019.88,914.47,105.41,9.14,3.59,5.55,676.38,664.08,12.29,2169.48,1793.01,376.47,39514.36,39540.42,38911.49,38960.79,Netural,0
2094,17-06-2019,983.26,915.23,68.03,5.86,3.53,2.33,470.96,446.58,24.38,4073.89,2816.03,1257.86,39056.98,39167.83,38870.96,39046.34,Netural,0
2095,18-06-2019,973.44,947.66,25.78,4.13,4.8,-0.67,529.35,573.95,-44.6,2855.89,2674.86,181.03,39176.56,39435.8,38881.05,39112.74,Netural,0
2096,19-06-2019,1192,1180.8,11.19,5.5,4.33,1.17,652.84,638.38,14.46,2770.2,2875.11,-104.91,39042.96,39638.64,38933.78,39601.63,Netural,0
2097,20-06-2019,1193.86,1199.59,-5.73,4.28,3.54,0.74,679.68,632.83,46.86,3455.56,2214.33,1241.23,39608.25,39617.95,39121.3,39194.49,This what I want  any brokerage firm that covers any xyz stock has to act on it according to their Report    By these they will act sensibly BSE,0.0772
2098,21-06-2019,1245.99,1376.32,-130.33,5.22,4.95,0.27,646.62,626.68,19.94,3327.06,2881.31,445.75,39160.23,39300.02,39021.7,39122.96,NEWS NCLT accepts insolvency plea   gt  Will benefit sure to JET AIRWAYS STOCK PRICE TRAND ,0.8271
2099,24-06-2019,1188.05,1096.04,92.01,13.79,87.11,-73.32,602.07,496.97,105.1,3141.51,2157.08,984.43,39131.94,39490.64,38946.04,39434.94,Netural,0
2100,25-06-2019,927.01,905.94,21.07,4.14,5.43,-1.3,510.24,498.96,11.28,3154.5,2777.28,377.22,39379.13,39674.22,39319.64,39592.08,Netural,0
2101,26-06-2019,1070.74,1070.54,0.2,39.44,3.1,36.34,548.86,523.51,25.35,3267.69,3319.16,-51.47,39633.97,39817.22,39510.44,39586.41,Netural,0
2102,27-06-2019,1246.64,1242.87,3.77,4.98,4.56,0.41,582.84,597.14,-14.3,6974.82,6778.25,196.57,39630.52,39675.25,39361.92,39394.64,Netural,0
2103,28-06-2019,1056.11,1041.09,15.03,41.24,7.78,33.46,482.21,478.75,3.46,3052.36,2869.96,182.4,39543.73,39764.82,39541.09,39686.5,Netural,0
2104,01-07-2019,889.2,836.85,52.35,2.32,3.63,-1.31,432.07,439.07,-7.01,2328.04,2379.03,-50.99,39811.68,39838.49,39499.19,39816.48,Netural,0
2105,02-07-2019,881.63,829.35,52.29,3.98,4.87,-0.89,433.55,426.48,7.08,1871.9,1730.81,141.09,39907.57,39934.99,39732.38,39839.25,Netural,0
2106,03-07-2019,875.33,841.84,33.49,3.65,3.23,0.42,451.12,452.53,-1.42,2777.45,2489.88,287.57,39917.65,39979.1,39858.33,39908.06,Netural,0
2107,04-07-2019,1014.65,993.44,21.21,2.33,2.5,-0.16,510.58,509.52,1.06,2811.26,2752.67,58.59,39990.4,40032.41,39441.38,39513.39,Netural,0
2108,05-07-2019,1246.63,1169.9,76.72,6.09,3.69,2.4,702.6,751.92,-49.32,4178.9,3903.27,275.63,39476.38,39476.38,38605.48,38720.57,Netural,0
2109,08-07-2019,1037.16,999.96,37.19,6.14,3.53,2.61,615.59,668.26,-52.67,4054.9,3733.77,321.13,38754.47,38814.23,38435.87,38730.82,A  roports de Montr  al Selects Wipro as IT and Business Transformation Partner,0
2110,09-07-2019,1098.73,1040.1,58.63,5.56,2.9,2.66,546.87,564.49,-17.61,4545.33,3834.42,710.91,38701.99,38854.85,38474.66,38557.04,Do zomato  amp  swiggy eating up the top  amp  bottom line of Jubilant food   Stock price at upper end of range in a descending wedge,0.7003
2111,10-07-2019,949.77,893.25,56.52,4.01,2.49,1.52,523.54,536.73,-13.19,3499.57,2832.17,667.4,38751.62,38892.5,38631.31,38823.11,Netural,0
2112,11-07-2019,956.26,950.15,6.12,2.25,3.3,-1.06,500.32,491.09,9.23,3593.95,2874.21,719.74,38941.1,39021.84,38684.85,38736.23,Netural,0
2113,12-07-2019,801.87,817.43,-15.56,5.34,5.84,-0.5,509,481.7,27.3,4066.91,3126.79,940.12,39009.95,39023.97,38696.6,38896.71,Netural,0
2114,15-07-2019,818.86,804,14.86,3.84,3.47,0.36,471.81,466.43,5.38,3171.74,2580.02,591.72,38961.86,39173.89,38845.27,39131.04,Netural,0
2115,16-07-2019,908.65,922.67,-14.02,2.46,4.02,-1.56,512.42,496.16,16.26,3520.83,2883.12,637.71,39171.1,39284.73,39081.14,39215.64,Netural,0
2116,17-07-2019,941.06,919.8,21.25,4.58,3.8,0.78,516.74,521.46,-4.71,3102.24,2893.36,208.88,39204.47,39204.47,38861.25,38897.46,Netural,0
2117,18-07-2019,1016.45,968.38,48.07,3.7,2.9,0.8,560.91,540.73,20.18,3546.87,3217.82,329.05,39058.73,39058.73,38271.35,38337.01,Netural,0
2118,19-07-2019,990.19,940.78,49.42,6.82,4.38,2.44,574.85,632.82,-57.96,3906.06,3172.14,733.92,38333.52,38333.52,37890.32,38031.13,Netural,0
2119,22-07-2019,883.02,907.47,-24.45,5.09,3.66,1.43,637.13,624.67,12.46,4665.5,2835.6,1829.9,38138.56,38217.81,37898.9,37982.74,Over short run stock price of the best managed company can drop down without any reason  But over the long run stock price of fundamentally strong companies can move only in upward direction  ,0.7579
2120,23-07-2019,840.98,858.08,-17.11,5.82,4.23,1.59,522.19,575.3,-53.12,5611.42,2986.32,2625.1,37990.23,38102.84,37708.41,37847.65,Netural,0
2121,24-07-2019,998.89,961.06,37.83,7.67,3.16,4.51,658.15,698.46,-40.31,5419,3278.74,2140.26,37935.02,38169.87,37775.51,37830.98,Netural,0
2122,25-07-2019,895.37,909.56,-14.19,3.33,5.69,-2.36,632.46,645.49,-13.03,5579.11,5180.58,398.53,37831.18,37978.07,37690.47,37882.79,TCS overtakes RIL to reclaim m cap crown   Livemint  TCS overtakes RIL to reclaim m cap crown Livemint The m cap figures of companies change daily with the stock price movement Shares of TCS rose by       to close at         on the BSE,0.296
2123,26-07-2019,966.53,1030.27,-63.74,3.46,2.51,0.96,626.33,630.68,-4.35,3845.28,1927.76,1917.52,38043.22,38043.22,37519.16,37686.37,Netural,0
2124,29-07-2019,964.84,947.32,17.52,3.83,3.07,0.76,599.72,630.3,-30.58,4643.99,3292.35,1351.64,37735.54,37950.21,37359.03,37397.24,India s tax rise for high earners may trigger fund flight   ex RBI governor BSE STOCK PRICE HITS RECORD LOWS AND    WEEKS LOW,-0.656
2125,30-07-2019,1042.17,1057.18,-15.01,3.18,3.03,0.15,630.65,649.26,-18.61,5423.73,4344.01,1079.72,37257.55,37576.37,37128.26,37481.12,Netural,0
2126,31-07-2019,1003.31,1025.3,-21.99,4.88,3.13,1.75,710.34,658.1,52.24,6486.11,4006.73,2479.38,37387.18,37387.18,36694.18,37018.32,Netural,0
2127,01-08-2019,906.87,878.98,27.88,3.88,3.21,0.67,618.65,647.67,-29.01,4591.19,4029.91,561.28,36920.11,37375.16,36607.41,37118.22,Netural,0
2128,02-08-2019,1055.04,1068.6,-13.56,4.56,9.36,-4.8,749.73,762.86,-13.13,5646.16,2833.5,2812.66,36842.17,36844.05,36416.79,36699.84,Netural,0
2129,05-08-2019,1390.62,1356.19,34.43,5.2,3.26,1.94,631.34,658.91,-27.57,4950.94,3079.67,1871.27,36568.03,37241.77,36536.59,36976.85,Netural,0
2130,06-08-2019,881.92,894.91,-12.98,2.85,2.66,0.19,689.59,672.7,16.88,5481.75,3192.7,2289.05,37025.27,37104.79,36610.57,36690.5,Stock price of one of the country s best known moviemakers Eros International Media Eros  crashed     on the BSE over debt repayment concerns  ,0.4019
2131,07-08-2019,938.75,879.83,58.92,7.29,5.33,1.96,660.26,725.48,-65.21,3990.96,3459.4,531.56,36808.01,37405.48,36655.41,37327.36,Netural,0
2132,08-08-2019,990.64,953.41,37.23,3.15,2.87,0.28,686.22,696.19,-9.97,4192.61,3901.32,291.29,37521.3,37807.55,37406.26,37581.91,Netural,0
2133,09-08-2019,1311.72,2083.94,-772.22,3.89,4.33,-0.43,822.79,805.75,17.04,4568.72,3961.8,606.92,37755.16,37755.16,36888.49,36958.16,Netural,0
2134,13-08-2019,1109.18,1035.48,73.71,4.62,3.26,1.36,693.58,761.82,-68.24,4796.22,4594.69,201.53,37233.5,37473.61,37000.77,37311.53,India s passenger vehicle sales drop at steepest pace in nearly two decades,-0.2732
2135,14-08-2019,1446.4,4481.48,-3035.08,4.27,7.68,-3.41,974.98,754.62,220.36,4385.7,2765.88,1619.82,37383,37444.45,36974.41,37350.33,Netural,0
2136,16-08-2019,806.45,807.25,-0.8,6.64,8.33,-1.69,588.76,570.37,18.39,3201.58,2143.3,1058.28,37485.92,37718.88,37358.49,37402.49,Netural,0
2137,19-08-2019,868.64,872.16,-3.52,4.08,3.35,0.73,525.44,545.98,-20.54,2336.2,1949.97,386.23,37441.75,37511.55,37219.9,37328.01,Netural,0
2138,20-08-2019,798.83,978.74,-179.91,3.19,3.71,-0.52,523.66,556.71,-33.05,2814.78,2518.37,296.41,37298.73,37406.55,37022.52,37060.37,Why retail investors fail     Because they ask for chota bhaav wala stock price or probably like this kuch     ke andar batana     They are ready to buy TISCO jsw steel vedanta yes bank but not HDFC AMC or life or ICICIlombard even when I say mcap is approx same only,0.2732
2139,21-08-2019,806.13,760.7,45.43,9.46,3.18,6.28,549.71,577.88,-28.17,3475.42,3121.45,353.97,37087.58,37087.58,36391.35,36472.93,Netural,0
2140,22-08-2019,1337.85,1174.61,163.23,5.29,2.58,2.71,1030.33,797.06,233.26,4967.25,3248.18,1719.07,36387.68,36807.34,36102.35,36701.16,Netural,0
2141,23-08-2019,964.32,902.31,62.01,4.83,2.31,2.52,772.45,778.73,-6.28,4150.62,2602.13,1548.49,37363.95,37544.48,36492.65,37494.12,Netural,0
2142,26-08-2019,879.69,895.75,-16.06,3.75,3.85,-0.11,723,761.73,-38.73,4729.02,3456.73,1272.29,37658.48,37731.51,37449.69,37641.27,Netural,0
2143,27-08-2019,913.23,908.85,4.38,3.88,4.36,-0.48,676.04,678.48,-2.44,5888.07,4725.42,1162.65,37655.77,37687.82,37249.19,37451.84,Netural,0
2144,28-08-2019,856.01,786.99,69.02,2.76,2.83,-0.07,558.01,600.16,-42.15,3166.1,2806.78,359.32,37381.8,37381.8,36987.35,37068.93,Netural,0
2145,29-08-2019,785.06,743.79,41.27,2.79,1.24,1.56,539.22,562.22,-22.99,5291.34,4802.11,489.23,37222.26,37397.97,36829.81,37332.79,Moodys downgrades YES Bank  cites meagre capital raising  weak stock price as reasons ,0.1363
2146,30-08-2019,869.44,889.16,-19.72,6.7,5.69,1.02,633.85,614.08,19.78,4580.74,3078.47,1502.27,37181.76,37188.38,36466.01,36562.91,Netural,0
2147,03-09-2019,774.13,695.8,78.33,3.72,1.94,1.78,512.89,552.37,-39.48,3472.6,2221.25,1251.35,36575.24,36776.31,36409.54,36724.74,Netural,0
2148,04-09-2019,795.65,763.1,32.55,2.88,1.37,1.51,622.95,669.23,-46.29,3623.64,2319.06,1304.58,36821.71,36898.99,36541.88,36644.42,Netural,0
2149,05-09-2019,722.09,704.87,17.22,2.23,3.73,-1.5,620.6,632.74,-12.14,3029.92,2330.61,699.31,36785.59,37012.98,36727.66,36981.77,Netural,0
2150,06-09-2019,737.2,810.08,-72.88,5.52,2.99,2.53,584.28,604.37,-20.09,3300.64,2093.44,1207.2,36969.48,37244.08,36784.47,37145.45,Netural,0
2151,09-09-2019,890.53,897.51,-6.98,5.49,3.04,2.46,648.25,621.75,26.5,3104.19,2417.72,686.47,37251.03,37343.46,37193.57,37270.82,Wipro Positioned as Global Market Leader in Digital Workplace Services by ISG,0
2152,11-09-2019,1058.23,1136.85,-78.62,4.05,2.97,1.09,746.8,762.02,-15.21,4444.73,3312.31,1132.42,37330.47,37435.15,37048.67,37104.28,Netural,0
2153,12-09-2019,990.87,1126.25,-135.39,5.09,1.6,3.48,737.55,768.7,-31.15,2786.99,2913.81,-126.82,37175.86,37413.5,37000.09,37384.99,avenuesupermarket stock price check today s high price on bse  amp  nse anything fishy  ,0
2154,13-09-2019,978.51,947.03,31.47,5.58,1.92,3.66,777.02,782.38,-5.36,2977.32,2767.76,209.56,37204.56,37302.06,37028.94,37123.31,Netural,0
2155,16-09-2019,915.61,859.48,56.13,3.64,3.5,0.14,690.83,704.74,-13.91,2501.95,2193.39,308.56,37169.46,37169.56,36419.09,36481.09,BSE Ltd   Bombay Stock Exchange    Live Stock Market updates for S amp P BSE SENSEX  Stock Price  Company News  amp  Results  ,0
2156,17-09-2019,944.61,873.05,71.56,4.05,1.83,2.22,649.17,701.47,-52.3,3141.11,3055.35,85.76,36621.38,36712.99,36465.92,36563.88,Netural,0
2157,18-09-2019,823.64,811.76,11.89,2.78,1.56,1.22,687.2,699.8,-12.6,2879.19,2098.74,780.45,36613.93,36613.93,35987.8,36093.47,Netural,0
2158,19-09-2019,772.31,725.16,47.14,3.12,2.79,0.33,627.13,696.89,-69.76,3092.89,2447.17,645.72,36214.92,38378.02,36085.74,38014.62,Netural,0
2159,20-09-2019,2081.14,2629.46,-548.32,7.42,9.75,-2.34,2230.62,1895.37,335.24,11174.91,8173.59,3001.32,38844,39441.12,38674.04,39090.03,India cuts corporate taxes to boost manufacturing and revive growth,0.6705
2160,23-09-2019,2420.89,2499.64,-78.75,17.43,18.75,-1.32,1770.91,1704.71,66.2,10074.6,9782.65,291.95,39135.28,39306.37,38913.06,39097.14,Today many stock price on bse and nse very different e g ultratech and siemens,0
2161,24-09-2019,1209.05,1216.84,-7.78,7.62,70.03,-62.41,1049.7,1015.54,34.16,5150.44,4677.63,472.81,39087.2,39087.2,38510.97,38593.52,Netural,0
2162,25-09-2019,1295.46,1217.92,77.54,19.2,5.4,13.8,882.45,892.91,-10.45,3888.78,4651.26,-762.48,38700.48,39158.07,38676.11,38989.74,SBI shares tank     Stock price of State Bank of India  SBI  tanked to a four year low on Wednesday after Morgan Stanley downgraded the stock to equal weight  A market wide profit booking also weighed on the stock  which tumbled       or Rs       on BSE to close at Rs     ,0.4588
2163,26-09-2019,1152.03,1097.43,54.6,4.8,5.87,-1.07,1021.41,981.87,39.54,7486.66,7147.38,339.28,39003.13,39107.37,38782.6,38822.57,Netural,0
2164,27-09-2019,1140.17,1489.17,-349,6.45,7.4,-0.95,797.72,821.8,-24.08,3428.17,2969.49,458.68,38873.12,38873.12,38401.09,38667.33,Netural,0
2165,30-09-2019,1356.1,1235.26,120.84,5.21,4.64,0.56,958.22,952.28,5.94,5315,4810.31,504.69,38813.48,38923.78,37929.89,38305.41,Netural,0
2166,01-10-2019,1225.87,1169.89,55.98,5.95,4.65,1.3,1062.26,1114.84,-52.58,5177.01,3673.99,1503.02,38137.87,38310.93,37957.56,38106.87,Netural,0
2167,03-10-2019,886.54,869.51,17.03,5.22,2.58,2.64,807,869.51,-62.52,3600.32,2737.78,862.54,38401.49,38403.54,37633.36,37673.31,Netural,0
2168,04-10-2019,882.04,809.16,72.87,14.43,2.45,11.98,728.43,818.4,-89.98,3757.64,3151.36,606.28,37853.8,37919.47,37480.53,37531.98,Netural,0
2169,07-10-2019,800.7,776.57,24.14,3.23,4.27,-1.04,683.42,711.04,-27.62,4191.17,3286.35,904.82,37628.05,38209.84,37415.83,38177.95,Netural,0
2170,09-10-2019,886.67,914.75,-28.08,2.92,3.85,-0.93,761.05,698.29,62.76,3771.36,2815.1,956.26,38130.23,38130.23,37802.93,37880.4,Netural,0
2171,10-10-2019,857.37,856.48,0.88,3.86,2.48,1.39,679.16,732.11,-52.94,4043.14,3540.47,502.67,37994.48,38345.41,37737.85,38127.08,Netural,0
2172,11-10-2019,1076.67,1097.94,-21.28,4.01,2.79,1.22,762.49,802.11,-39.62,3607.44,4310.46,-703.02,38208.24,38513.69,38066.13,38214.47,Netural,0
2173,14-10-2019,1170.63,1029.19,141.44,5.82,4.02,1.8,775.6,763.79,11.82,3562.06,3987.21,-425.15,38316.49,38635.19,38238.27,38506.09,Netural,0
2174,15-10-2019,1027.37,1086.03,-58.66,3.56,4.31,-0.75,1013.31,728.17,285.14,4104.19,3174.8,929.39,38637.05,38666.38,38416.67,38598.99,Netural,0
2175,16-10-2019,828.87,802.26,26.6,3.05,4.11,-1.07,710.82,790.97,-80.15,5050.01,3473.28,1576.73,38647.44,39104.69,38557.43,39052.06,Netural,0
2176,17-10-2019,940.57,1014.03,-73.46,4.81,9.82,-5,847.81,821.33,26.48,3702.38,4214.14,-511.76,39087.83,39361.06,38963.6,39298.38,Netural,0
2177,18-10-2019,1218.08,1481.22,-263.14,4.6,8.78,-4.18,968.85,935.84,33,5071.17,4484.29,586.88,39233.4,39426.47,38924.85,38963.84,Netural,0
2178,22-10-2019,1398.66,1276.18,122.48,6.88,7.09,-0.21,1118.83,1039.31,79.51,5136.52,6121.99,-985.47,39063.84,39196.67,38866.08,39058.83,Netural,0
2179,23-10-2019,1094.83,1085.77,9.06,4.58,6.88,-2.31,904.91,968.81,-63.9,3961.03,4098.41,-137.38,39223.01,39327.15,38840.76,39020.39,Netural,0
